ProtoForm	ProtoFormGloss	Reflex	ReflexGloss	GlottologName	ACDName	GlottoCode	Latitude	Longitude	ProtoLanguage	ReflexCount
*buR(e)túŋ	only child; alone, by onself; go it alone	ma-bugtóŋ	(to carry, etc.) alone, by one’s self	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	17
*buR(e)túŋ	only child; alone, by onself; go it alone	bogtoŋ	only one; only begotten; sole; lone	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	17
*buR(e)túŋ	only child; alone, by onself; go it alone	boto-botoŋ	one, the only (as in an only child)	Maranao	Maranao	mara1404	7.79414	124.175	PPh	17
*buR(e)túŋ	only child; alone, by onself; go it alone	bogtóŋ	only (in the sense of ‘none other’; applied to offspring of people, plants or animals)	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	17
*buR(e)túŋ	only child; alone, by onself; go it alone	bugtóŋ	lone; the only one; sole (as an only child)	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	páypay	to beckon to, call over by waving one’s hands	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypay-ón	to beckon to, motion to someone to come	Bikol	Bikol	biko1240			PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypay	to fan someone or something vigorously	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypáy	to beckon; to flap, of the ears of some pigs	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypáy	to fan, as to fan oneself on a hot day, or to fan a fire	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypáy	fan; kind of thin, fan-shaped bivalve, found in sandy seabeds, of no food value	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	mag-paypáy	to beckon	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	mag-páypay	to fan for air; to beckon to, to call back with a hand gesture	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	man-paypay	to wave, stir the air (as flag, shirt tail or runner); to wave with one’s hand --- sideways to greet someone, outward to tell someone to go, toward oneself to summon to come	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypáy-an	to fan someone	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypay	idea of waving hands (as a greeting or sign)	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	pa-mepe	a fan	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	peypey	a fan	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	páypay	hand fan	Masbatenyo	Masbatenyo	masb1238	12.21453	123.63579	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypáy	a fan	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypay-án	to fan someone or something	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	17
*paypáy	to wave the hand, as in beckoning someone or in fanning oneself	paypáy	folding fan, electric fan	Waray (Philippines)	Waray-Waray	wara1300	11.4911	125.012	PPh	17
*qábut	to reach, overtake, catch up with	k<om>abot	to arrive at, or reach, a destination	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	17
*qábut	to reach, overtake, catch up with	abót	arrive, get to one's destination, go as far as; catch up (with/to); overcome by, overwhelmed	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	17
*qábut	to reach, overtake, catch up with	abot	to move forward or upward in order to touch something; to reach a point in time, or a certain state or level; to reach a destination, arrive by movement or progress	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	17
*qábut	to reach, overtake, catch up with	mag-abót	to arrive, come, reach	Bikol	Bikol	biko1240			PPh	17
*qábut	to reach, overtake, catch up with	ʔabut	to finish off, of work	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	17
*qábut	to reach, overtake, catch up with	abút	come together, reach, meet, overtake or catch up with someone on the trail	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	17
*qábut	to reach, overtake, catch up with	abút	arrive, reach a place; have a feeling come over one; be overtaken; come to an orgasm	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	17
*qábut	to reach, overtake, catch up with	ʔábut	reach, reaching, as with the hand; arriving	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	17
*qábut	to reach, overtake, catch up with	abút	arrive, reach, come to	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	17
*qábut	to reach, overtake, catch up with	on-abot	to come to, arrive at, reach somewhere (as before it gets dark)	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	17
*qábut	to reach, overtake, catch up with	ábut	reach, be within one's reach, overtake, understand	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	17
*qábut	to reach, overtake, catch up with	kabut	arrive	Calamian Tagbanwa	Kalamian Tagbanwa	cala1258	12.0716	120.094	PPh	17
*qábut	to reach, overtake, catch up with	ábut	to reach; hand something to someone	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	17
*qábut	to reach, overtake, catch up with	abut	arrive at, reach; come to pass, happen; of crops, to ripen	Dibabawon Manobo	Manobo (Dibabawon)	diba1242	7.85664	126.018	PPh	17
*qábut	to reach, overtake, catch up with	abot	arrive; yield (as from a farm crop)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	17
*qábut	to reach, overtake, catch up with	ábot	catch up (with)	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	17
*qábut	to reach, overtake, catch up with	i-abót	to hand something to another	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	17
*suka₂	to vomit	suka	to vomit	Tagbanwa	Aborlan Tagbanwa	tagb1258	9.54263	118.497	PPh	17
*suka₂	to vomit	mag-toka	to vomit	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	17
*suka₂	to vomit	súka	to vomit (out), throw up	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	17
*suka₂	to vomit	hoka	to vomit	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	17
*suka₂	to vomit	mapa-súka	to feel like vomiting	Bikol	Bikol	biko1240			PPh	17
*suka₂	to vomit	ka-suka-un	to feel like vomiting	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	17
*suka₂	to vomit	tuka	vomit (n.)	Central Tagbanwa	Central Tagbanwa	cent2090	10.6519	119.338	PPh	17
*suka₂	to vomit	súka	vomiting	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	17
*suka₂	to vomit	mag-súka	to vomit, to throw up	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	17
*suka₂	to vomit	soka	to vomit	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	17
*suka₂	to vomit	suka	to vomit		Proto-East Gorontalic				PPh	17
*suka₂	to vomit	suka	to vomit		Proto-Sangiric				PPh	17
*suka₂	to vomit	hoka	to vomit	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	17
*suka₂	to vomit	hoka	to vomit	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	17
*suka₂	to vomit	súka	vomit, spew, the substance thrown up from the stomach	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	17
*suka₂	to vomit	suka	vomit (ejected matter from the stomach via the mouth)	Tausug	Tausug	taus1251	5.12236	118.88	PPh	17
*suka₂	to vomit	pag-suka	the act of vomiting	Waray (Philippines)	Waray-Waray	wara1300	11.4911	125.012	PPh	17
*súŋay	horn of an animal; to butt or gore	súŋay	horn (of animals)	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	17
*súŋay	horn of an animal; to butt or gore	hoŋay	animal horns	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	17
*súŋay	horn of an animal; to butt or gore	súŋay	horn, antler	Bikol	Bikol	biko1240			PPh	17
*súŋay	horn of an animal; to butt or gore	suŋay	horn (of an animal); to butt, gore (someone or something) with horns	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	17
*súŋay	horn of an animal; to butt or gore	súŋay	horn; to butt, gore	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	17
*súŋay	horn of an animal; to butt or gore	súŋay	horn, i.e. of an animal	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	17
*súŋay	horn of an animal; to butt or gore	súŋay	horn	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	17
*súŋay	horn of an animal; to butt or gore	suŋey	the horn of an animal; to horn or gore	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	17
*súŋay	horn of an animal; to butt or gore	soŋay	tusk, protruding teeth, as in wild pig	Maranao	Maranao	mara1404	7.79414	124.175	PPh	17
*súŋay	horn of an animal; to butt or gore	suŋe	horn of an animal		Proto-East Gorontalic				PPh	17
*súŋay	horn of an animal; to butt or gore	suŋe	horn (of animal)		Proto-Minahasan				PPh	17
*súŋay	horn of an animal; to butt or gore	suŋay	horn (of animal)		Proto-Sangiric				PPh	17
*súŋay	horn of an animal; to butt or gore	hóŋay	horn	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	17
*súŋay	horn of an animal; to butt or gore	hóŋay	horn	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	17
*súŋay	horn of an animal; to butt or gore	ma-nuŋe	gore with the horns	Sangir	Sangir	sang1336	3	125.5	PPh	17
*súŋay	horn of an animal; to butt or gore	suŋay-án	horned; horny; having a horn or horns	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	17
*súŋay	horn of an animal; to butt or gore	suŋe	horn	Tontemboan	Tontemboan	tont1239	1.24813	124.654	PPh	17
*ugtu	zenith; noon, mid-day	pa-udtoh-ón	gibbous (waning); 3rd quarter	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	17
*ugtu	zenith; noon, mid-day	ogto	midday, lunchtime; directly over or under	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	17
*ugtu	zenith; noon, mid-day	udtó	noon, noontime, mid-day	Bikol	Bikol	biko1240			PPh	17
*ugtu	zenith; noon, mid-day	ma-udtu	noon	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	17
*ugtu	zenith; noon, mid-day	ltu du	noon	Koronadal Blaan	Blaan	koro1310	6.20529	125.007	PPh	17
*ugtu	zenith; noon, mid-day	ltu du	noon	Koronadal Blaan	Blaan (Koronadal)	koro1310	6.20529	125.007	PPh	17
*ugtu	zenith; noon, mid-day	udtú	twelve o'clock, for the sun to be overhead; for the moon or something else to be in the heavens at the noon position	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	17
*ugtu	zenith; noon, mid-day	ʔudtú	mid-point of a vizualized celestial arch; more specifically, noon	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	17
*ugtu	zenith; noon, mid-day	úgtu	noon	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	17
*ugtu	zenith; noon, mid-day	ugtú	noon	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	17
*ugtu	zenith; noon, mid-day	udtu	action (of the earth's rotation) upon celestial bodies which causes them to rise to the zenith	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	17
*ugtu	zenith; noon, mid-day	oto	lunch; eat noon meal	Maranao	Maranao	mara1404	7.79414	124.175	PPh	17
*ugtu	zenith; noon, mid-day	utu-an	the uppermost atmosphere	Mongondow	Mongondow	mong1342	0.64616	124.114	PPh	17
*ugtu	zenith; noon, mid-day	ogtó	noon	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	17
*ugtu	zenith; noon, mid-day	udtó	noon, noontime, mid-day	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	17
*ugtu	zenith; noon, mid-day	ugtu	noontime, mid-day, whe the sun is at its zenith	Tausug	Tausug	taus1251	5.12236	118.88	PPh	17
*ugtu	zenith; noon, mid-day	ʔutuh	to go on top of something	Tiruray	Tiruray	tiru1241	6.77321	124.127	PPh	17
*sápad	hand of bananas	sapal	hand of bananas	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	16
*sápad	hand of bananas	sápad	a bunch of bananas	Bikol	Bikol	biko1240			PPh	16
*sápad	hand of bananas	sapad	hand of bananas; to cut the hands of bananas off of the stalk	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	16
*sápad	hand of bananas	sápad	small bunch, or hand, of bananas; classifier for same	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	16
*sápad	hand of bananas	sapad	hand of bananas	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	16
*sápad	hand of bananas	sapad	a hand of bananas	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	16
*sápad	hand of bananas	hápad	bunch of betel nuts, grapes, cluster of bananas or other fruits	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	16
*sápad	hand of bananas	hāpad	a unit measure of a hand of bananas	Batad Ifugao	Ifugaw (Batad)	bata1298	16.8266	121.23	PPh	16
*sápad	hand of bananas	sápad	hand of bananas (holding the , or bunch)	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	16
*sápad	hand of bananas	sapad	cluster (especially of bananas); one consists of five to ten bananas, and ten to twenty make [lit. ‘one tree’]	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	16
*sápad	hand of bananas	sápad	hand of bananas --- a part of the whole bunch, about twelve bananas (cf. )	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	16
*sápad	hand of bananas	sapad	orchard, plants with fruits	Maranao	Maranao	mara1404	7.79414	124.175	PPh	16
*sápad	hand of bananas	mag-sápad	separate hands of bananas from stalk (this means to do it byh removing a whole hand at a time)	Masbatenyo	Masbatenyo	masb1238	12.21453	123.63579	PPh	16
*sápad	hand of bananas	sāpad	hand of bananas	Romblomanon	Romblomanon	romb1245	12.4047	122.56	PPh	16
*sápad	hand of bananas	sapád	bunch, cluster	Waray (Philippines)	Waray-Waray	wara1300	11.4911	125.012	PPh	16
*sápad	hand of bananas	sapad	bunch, unit for bananas; an entire stalk of bananas is called	Yami	Yami	yami1254	22.055	121.544	PPh	16
*tebáR	to answer	tebay	to answer	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	16
*tebáR	to answer	təbál	to answer, as when one is called	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	16
*tebáR	to answer	tubág-túbag	to sing, read something alternatingly or with a responsive reading	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	16
*tebáR	to answer	man-tebal	to converse, of two people talking together, or multiple people talking to one	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	16
*tebáR	to answer	atbay	to answer	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	16
*tebáR	to answer	tobal	for someone to respond to a question (or to being called); for someone to promise to give something to someone as an inheritance, a gift; to promise to sell a field to someone	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	16
*tebáR	to answer	tobal	for someone to respond to a question (or to being called); for someone to promise to give something to someone as an inheritance, a gift; to promise to sell a field to someone	Batad Ifugao	Ifugaw (Batad)	bata1298	16.8266	121.23	PPh	16
*tebáR	to answer	tabbāg	to answer	Isnag	Isneg	isna1241	18.2139	121.16	PPh	16
*tebáR	to answer	tabbág	an answer, reply	Itawit	Itawis	itaw1240	17.7329	121.58	PPh	16
*tebáR	to answer	atbay	answer, reply	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	16
*tebáR	to answer	atbay	to answer	Itbayat	Ivatan	ivat1242	20.77	121.85	PPh	16
*tebáR	to answer	tobag	to answer, to reply	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	16
*tebáR	to answer	tubago	to answer		Proto-East Gorontalic				PPh	16
*tebáR	to answer	tebay	to answer	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	16
*tebáR	to answer	tebay	to answer	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	16
*tebáR	to answer	atbay	to answer	Yami	Yami	yami1254	22.055	121.544	PPh	16
*dáwat	to receive; to ask for	mag-dáwat	to reach, hand something to someone; to reach out and take something that is being handed	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	15
*dáwat	to receive; to ask for	dáwat	to take, receive, get from above	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	15
*dáwat	to receive; to ask for	dawat	to receive (something), to accept something from someone	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	15
*dáwat	to receive; to ask for	dáwat	to receive; to take; to beg	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	15
*dáwat	to receive; to ask for	dáwat	receive, accept	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	15
*dáwat	to receive; to ask for	i-shawat	to offer something	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	15
*dáwat	to receive; to ask for	dáwat	act of accepting, receiving something; act of giving, presenting, offering, tendering something to somebody	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	15
*dáwat	to receive; to ask for	dáwat	request; petition	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	15
*dáwat	to receive; to ask for	daw-dáwat	to beg, to ask, to demand	Isnag	Isneg	isna1241	18.2139	121.16	PPh	15
*dáwat	to receive; to ask for	rawat	server, waiter, waitress	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	15
*dáwat	to receive; to ask for	i-dawát	to give; to bestow; to present with	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	15
*dáwat	to receive; to ask for	dawat	to receive or accept either an object or someone’s reasoning or argument	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	15
*dáwat	to receive; to ask for	dawat	to reach for (to get or receive); to accept	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	15
*dáwat	to receive; to ask for	dawat	draw payment, receive salary	Maranao	Maranao	mara1404	7.79414	124.175	PPh	15
*dáwat	to receive; to ask for	dáwat	favor sought	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	15
*pásuq	to roast, broil; scald, sear, burn	pa-maso	something which causes a caustic burn	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	15
*pásuq	to roast, broil; scald, sear, burn	mag-pásoʔ	to deliberately burn, scorch or scald; to cauterize	Bikol	Bikol	biko1240			PPh	15
*pásuq	to roast, broil; scald, sear, burn	ma-maso	to roast over hot coals	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	15
